protein	ionm	id	mz	mzcorr	intensity	cls	headgroup1	rtmean	rtms2	rtlow	rtup	headgroup	lyso	pref	carb	unsat	fa1p	fa1c	fa1u	fa2p	fa2c	fa2u	fa3p	fa3c	fa3u	fullhgroup	mhgroup	uhgroup	hgcc	cc	hgfa	ccfa	screen	domain	lit
PITPNA	neg	18	898.577	898.577	140000	III.2	unknown	8.97	8.9298432	8.62	9.4	PS			41.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	PS	NA	PS	PS(41:4)	41:4	NA	NA	E	IP_trans	False
PITPNA	neg	19	660.4607	660.4607	120000	I	PE(14:0/16:1)	6.42	6.3970973	5.84	6.81	PE			30.0	1.0		14.0	0.0		16.0	1.0		NaN	NaN	PE	PE	PE	PE(30:1)	30:1	PE(14:0/16:1)	14:0/16:1	E	IP_trans	False
PITPNA	neg	20	802.5595	802.5595	120000	I	PC(16:0/18:2)	7.75	7.7780237	7.27	8.21	PC			34.0	2.0		16.0	0.0		18.0	2.0		NaN	NaN	PC	PC	PC	PC(34:2)	34:2	PC(16:0/18:2)	16:0/18:2	E	IP_trans	True
PITPNA	neg	21	787.5481	787.5481	110000	I	BMP(18:1/19:1), PG(18:1/19:1)	8.85	8.8541612	8.16	9.13	PG/BMP			37.0	2.0		18.0	1.0		19.0	1.0		NaN	NaN	PG/BMP	PG/BMP	PG/BMP	PG/BMP(37:2)	37:2	PG/BMP(18:1/19:1)	18:1/19:1	E	IP_trans	False
PITPNA	neg	22	979.5191	979.5191	100000	III.5	unknown	8.98	9.0098809	8.62	9.42	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	IP_trans	False
PITPNA	neg	23	662.4759	662.4759	89000	I	PE(14:0/16:0)	7.51	7.541411	7.01	7.77	PE			30.0	0.0		14.0	0.0		16.0	0.0		NaN	NaN	PE	PE	PE	PE(30:0)	30:0	PE(14:0/16:0)	14:0/16:0	E	IP_trans	False
PITPNA	neg	24	730.5395	730.5395	86000	I	PE(16:0/19:1)	9.99	9.9601733	9.63	10.31	PE			35.0	1.0		16.0	0.0		19.0	1.0		NaN	NaN	PE	PE	PE	PE(35:1)	35:1	PE(16:0/19:1)	16:0/19:1	E	IP_trans	False
PITPNA	neg	25	885.5482	885.5482	69000	I	PI(18:0/20:4)	7.91	7.891534	7.09	8.21	PI			38.0	4.0		18.0	0.0		20.0	4.0		NaN	NaN	PI	PI	PI	PI(38:4)	38:4	PI(18:0/20:4)	18:0/20:4	E	IP_trans	True
PITPNA	neg	26	854.5903	854.5903	69000	I	PC(18:0/20:4)	9.12	9.0911643	8.25	9.51	PC			38.0	4.0		18.0	0.0		20.0	4.0		NaN	NaN	PC	PC	PC	PC(38:4)	38:4	PC(18:0/20:4)	18:0/20:4	E	IP_trans	True
PITPNA	neg	27	782.8319	782.8319	63000	III.5	unknown	20.15	20.149787	16.34	20.26	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	IP_trans	False
PITPNA	neg	28	828.5739	828.5739	54000	I	PC(18:1/18:2)	7.95	7.8820757	7.34	8.76	PC			36.0	3.0		18.0	1.0		18.0	2.0		NaN	NaN	PC	PC	PC	PC(36:3)	36:3	PC(18:1/18:2)	18:1/18:2	E	IP_trans	True
PITPNA	neg	29	944.5672	944.5672	52000	III.5	unknown	8.97	9.003883	8.61	9.44	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	IP_trans	False
PITPNA	neg	30	820.5618	820.5618	52000	III.2	unknown	8.97	9.0184436	8.61	9.44	SHexCer		d	37.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	SHexCer	NA	NA	SHexCer(37:1)	37:1	NA	NA	E	IP_trans	False
PITPNA	neg	30	820.5618	820.5618	52000	III.2	unknown	8.97	9.0184436	8.61	9.44	PS		O	36.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PS-O	NA	NA-O	NA-O(36:1)	36:1	NA	NA	E	IP_trans	False
PITPNA	neg	30	820.5618	820.5618	52000	III.2	unknown	8.97	9.0184436	8.61	9.44	HexCerOH		t	39.0	6.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCerOH	NA	NA	HexCerOH(39:6)	39:6	NA	NA	E	IP_trans	False
PITPNA	neg	31	481.3644	481.3644	48000	III.5	unknown	1.35	1.3423052	0.14	1.47	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	IP_trans	False
PITPNA	neg	32	841.5201	841.5201	45000	IV.7	Ambiguous	7.99	7.9433529	7.18	8.23	PI	Lyso		36.0	5.0		36.0	5.0		NaN	NaN		NaN	NaN	LysoPI	ambiguous	LysoPI	LysoPI(36:5)	36:5	LysoPI(36:5)	36:5	E	IP_trans	False
PITPNA	neg	32	841.5201	841.5201	45000	IV.7	Ambiguous	7.99	7.9433529	7.18	8.23	PI		O	36.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	PI-O	ambiguous	PI-O	PI-O(36:5)	36:5	NA	NA	E	IP_trans	False
PITPNA	neg	32	841.5201	841.5201	45000	IV.7	Ambiguous	7.99	7.9433529	7.18	8.23	PG/BMP			38.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	PG/BMP	ambiguous	PG/BMP	PG/BMP(38:5)	38:5	NA	NA	E	IP_trans	False
PITPNA	neg	33	856.6068	856.6068	43000	I	PC(18:0/20:3)	9.63	9.6403815	9.31	10.06	PC			38.0	3.0		18.0	0.0		20.0	3.0		NaN	NaN	PC	PC	PC	PC(38:3)	38:3	PC(18:0/20:3)	18:0/20:3	E	IP_trans	True
PITPNA	neg	34	693.4706	693.4706	40000	I	BMP(14:0/16:0), PG(14:0/16:0)	6.47	6.471886	5.37	6.7	PG/BMP			30.0	0.0		14.0	0.0		16.0	0.0		NaN	NaN	PG/BMP	PG/BMP	PG/BMP	PG/BMP(30:0)	30:0	PG/BMP(14:0/16:0)	14:0/16:0	E	IP_trans	False
PITPNA	neg	35	813.4888	813.4888	40000	III.2	unknown	6.8	6.7766121	5.82	7.2	PI	Lyso		34.0	5.0		34.0	5.0		NaN	NaN		NaN	NaN	LysoPI	NA	NA	LysoPI(34:5)	34:5	LysoPI(34:5)	34:5	E	IP_trans	False
PITPNA	neg	35	813.4888	813.4888	40000	III.2	unknown	6.8	6.7766121	5.82	7.2	PI		O	34.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	PI-O	NA	NA-O	NA-O(34:5)	34:5	NA	NA	E	IP_trans	False
PITPNA	neg	35	813.4888	813.4888	40000	III.2	unknown	6.8	6.7766121	5.82	7.2	PG/BMP			36.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	PG/BMP	NA	NA	PG/BMP(36:5)	36:5	NA	NA	E	IP_trans	False
PITPNA	neg	36	756.5546	756.5546	39000	III.2	unknown	10.13	10.077544	9.79	10.42	PE			37.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PE	NA	NA	PE(37:2)	37:2	NA	NA	E	IP_trans	False
PITPNA	neg	36	756.5546	756.5546	39000	III.2	unknown	10.13	10.077544	9.79	10.42	PC			34.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	NA	NA	PC(34:2)	34:2	NA	NA	E	IP_trans	False
PITPNA	neg	36	756.5546	756.5546	39000	III.2	unknown	10.13	10.077544	9.79	10.42	HexCer		d	35.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCer	NA	NA	HexCer(35:2)	35:2	NA	NA	E	IP_trans	False
PITPNA	neg	37	966.5647	966.5647	38000	III.5	unknown	8.97	8.9354184	8.62	9.47	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	IP_trans	False
PITPNA	neg	38	789.5279	789.5279	36000	III.2	unknown	6.46	6.4289703	5.3	6.84	PG		O	35.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	PG-O	NA	NA-O	NA-O(35:3)	35:3	NA	NA	E	IP_trans	False
PITPNA	neg	39	690.5063	690.5063	36000	I	PE(16:0/16:0)	8.93	8.8747383	8.5	9.19	PE			32.0	0.0		16.0	0.0		16.0	0.0		NaN	NaN	PE	PE	PE	PE(32:0)	32:0	PE(16:0/16:0)	16:0/16:0	E	IP_trans	False
PITPNA	neg	40	564.3439	564.3439	34000	III.6	unknown	5.22	NaN	4.16	5.37	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	IP_trans	False
PITPNA	neg	41	787.4732	787.4732	33000	III.2	unknown	6.69	6.6970622	5.66	6.89	PI		O	32.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	PI-O	NA	NA-O	NA-O(32:4)	32:4	NA	NA	E	IP_trans	False
PITPNA	neg	41	787.4732	787.4732	33000	III.2	unknown	6.69	6.6970622	5.66	6.89	PI	Lyso		32.0	4.0		32.0	4.0		NaN	NaN		NaN	NaN	LysoPI	NA	NA	LysoPI(32:4)	32:4	LysoPI(32:4)	32:4	E	IP_trans	False
PITPNA	neg	41	787.4732	787.4732	33000	III.2	unknown	6.69	6.6970622	5.66	6.89	PG/BMP			34.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	PG/BMP	NA	NA	PG/BMP(34:4)	34:4	NA	NA	E	IP_trans	False
PITPNA	neg	42	845.4259	845.4259	32000	II	PIP	6.8	NaN	5.83	7.15	PIP			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	PIP	PIP	PIP	NA	NA	NA	NA	E	IP_trans	False
PITPNA	neg	43	815.5044	815.5044	32000	I	BMP(16:0/18:1), PG(16:0/18:1)	7.86	7.8621999	7.06	8.09	PG/BMP			34.0	1.0		16.0	0.0		18.0	1.0		NaN	NaN	PG/BMP	PG/BMP	PG/BMP	PG/BMP(34:1)	34:1	PG/BMP(16:0/18:1)	16:0/18:1	E	IP_trans	False
PITPNA	neg	44	873.4579	873.4579	32000	II	PIP	7.99	NaN	7.18	8.23	PIP			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	PIP	PIP	PIP	NA	NA	NA	NA	E	IP_trans	False
PITPNA	neg	45	775.5487	775.5487	30000	I	BMP(18:0/18:1), PG(18:0/18:1)	9.23	9.1994657	8.64	9.46	PG/BMP			36.0	1.0		18.0	0.0		18.0	1.0		NaN	NaN	PG/BMP	PG/BMP	PG/BMP	PG/BMP(36:1)	36:1	PG/BMP(18:0/18:1)	18:0/18:1	E	IP_trans	False
PITPNA	neg	46	826.5595	826.5595	29000	I	PC(20:4/16:0)	7.68	7.6223859	7.17	8.0	PC			36.0	4.0		20.0	4.0		16.0	0.0		NaN	NaN	PC	PC	PC	PC(36:4)	36:4	PC(16:0/20:4)	16:0/20:4	E	IP_trans	True
PITPNA	neg	47	782.4938	782.4938	28000	I	PE(16:1/18:1)	7.89	7.8876196	7.41	8.27	PE			34.0	2.0		16.0	1.0		18.0	1.0		NaN	NaN	PE	PE	PE	PE(34:2)	34:2	PE(16:1/18:1)	16:1/18:1	E	IP_trans	False
PITPNA	neg	48	744.555	744.555	19000	IV	Ambiguous	10.52	9.293447	10.2	10.82	PE			36.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PE	ambiguous	PE	PE(36:1)	36:1	NA	NA	E	IP_trans	False
PITPNA	neg	48	744.555	744.555	19000	IV	Ambiguous	10.52	9.293447	10.2	10.82	PC			33.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	ambiguous	PC	PC(33:1)	33:1	NA	NA	E	IP_trans	True
PITPNA	neg	48	744.555	744.555	19000	IV	Ambiguous	10.52	9.293447	10.2	10.82	HexCer		d	34.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCer	ambiguous	HexCer	HexCer(34:1)	34:1	NA	NA	E	IP_trans	False
PITPNA	neg	48	744.555	744.555	19000	IV	Ambiguous	10.52	9.293447	10.2	10.82	CerP		d	40.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	CerP	ambiguous	CerP	CerP(40:2)	40:2	NA	NA	E	IP_trans	False
PITPNA	pos	0	786.5989	786.5989	70000000	I	PC(36:2)	8.98	8.9681779	8.35	9.7	PC			36.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	PC	PC	PC(36:2)	36:2	NA	NA	E	IP_trans	True
PITPNA	pos	1	448.2896	448.2896	3700000	III.2	unknown	1.81	1.8003003	0.0	6.83	HexCer		d	16.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCer	NA	NA	HexCer(16:1)	16:1	NA	NA	E	IP_trans	False
PITPNA	pos	1	448.2896	448.2896	3700000	III.2	unknown	1.81	1.8003003	0.0	6.83	LysoPE	Lyso	O	15.0	0.0	O	15.0	0.0		NaN	NaN		NaN	NaN	LysoPE-O	NA	NA-O	NA-O(15:0)	15:0	NA-O(15:0)	15:0	E	IP_trans	False
PITPNA	pos	2	808.5797	808.5797	3300000	I	PC(36:2)	8.99	8.9925574	8.59	9.38	PC			36.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	PC	PC	PC(36:2)	36:2	NA	NA	E	IP_trans	True
PITPNA	pos	3	760.5834	760.5834	2900000	I	PC(34:1)	8.76	8.7683215	8.31	9.44	PC			34.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	PC	PC	PC(34:1)	34:1	NA	NA	E	IP_trans	True
PITPNA	pos	4	758.5681	758.5681	1400000	I	PC(34:2)	7.74	7.7316524	7.17	8.39	PC			34.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	PC	PC	PC(34:2)	34:2	NA	NA	E	IP_trans	True
PITPNA	pos	5	752.5424	752.5424	1100000	I	PG(16:0/17:1)	7.45	7.4446688	6.43	7.78	PG/BMP			33.0	1.0		16.0	0.0		17.0	1.0		NaN	NaN	PG/BMP	PG/BMP	PG/BMP	PG/BMP(33:1)	33:1	PG/BMP(16:0/17:1)	16:0/17:1	E	IP_trans	False
PITPNA	pos	6	788.6148	788.6148	990000	I	PC(36:1)	10.24	10.245269	9.87	10.72	PC			36.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	PC	PC	PC(36:1)	36:1	NA	NA	E	IP_trans	True
PITPNA	pos	7	812.6141	812.6141	740000	I	PC(38:3)	9.66	9.6567355	9.31	10.26	PC			38.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	PC	PC	PC(38:3)	38:3	NA	NA	E	IP_trans	True
PITPNA	pos	8	784.5838	784.5838	690000	I	PC(36:3)	8.02	8.0566769	7.44	8.88	PC			36.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	PC	PC	PC(36:3)	36:3	NA	NA	E	IP_trans	True
PITPNA	pos	9	732.5526	732.5526	580000	I	PC(32:1)	7.44	7.4382077	6.93	8.12	PC			32.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	PC	PC	PC(32:1)	32:1	NA	NA	E	IP_trans	True
PITPNA	pos	10	736.5118	736.5118	530000	I	PG(16:1/16:1)	5.73	5.7441368	4.55	6.04	PG			32.0	2.0		16.0	1.0		16.0	1.0		NaN	NaN	PG	PG	PG	PG(32:2)	32:2	PG(16:1/16:1)	16:1/16:1	E	IP_trans	False
PITPNA	pos	11	549.4867	549.4867	360000	I	PG(16:1/16:0)	6.7	6.6832834	5.71	6.97	PG			32.0	1.0		16.0	1.0		16.0	0.0		NaN	NaN	PG	PG	PG	PG(32:1)	32:1	PG(16:0/16:1)	16:0/16:1	E	IP_trans	False
PITPNA	pos	12	743.4822	743.4822	330000	I	PG(16:1/16:0)	6.71	6.7005015	5.62	7.01	PG/BMP			32.0	1.0		16.0	1.0		16.0	0.0		NaN	NaN	PG/BMP	PG/BMP	PG/BMP	PG/BMP(32:1)	32:1	PG/BMP(16:0/16:1)	16:0/16:1	E	IP_trans	False
PITPNA	pos	13	876.5672	876.5672	320000	III.2	unknown	8.99	8.9748222	8.59	9.41	PGP			36.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	PGP	NA	NA	PGP(36:0)	36:0	NA	NA	E	IP_trans	False
PITPNA	pos	13	876.5672	876.5672	320000	III.2	unknown	8.99	8.9748222	8.59	9.41	PI			36.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	PI	NA	NA	PI(36:4)	36:4	NA	NA	E	IP_trans	False
PITPNA	pos	13	876.5672	876.5672	320000	III.2	unknown	8.99	8.9748222	8.59	9.41	PS			41.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	PS	NA	NA	PS(41:4)	41:4	NA	NA	E	IP_trans	False
PITPNA	pos	14	866.5373	866.5373	300000	III.2	unknown	8.99	8.982541	8.64	9.5	PS		O	42.0	9.0		NaN	NaN		NaN	NaN		NaN	NaN	PS-O	NA	NA-O	NA-O(42:9)	42:9	NA	NA	E	IP_trans	False
PITPNA	pos	15	721.5004	721.5004	230000	I	PG(16:1/16:0)	6.71	6.7121755	5.78	6.97	PG/BMP			32.0	1.0		16.0	1.0		16.0	0.0		NaN	NaN	PG/BMP	PG/BMP	PG/BMP	PG/BMP(32:1)	32:1	PG/BMP(16:0/16:1)	16:0/16:1	E	IP_trans	False
PITPNA	pos	16	734.5684	734.5684	220000	I	PC(32:0)	8.55	8.5231115	8.16	8.88	PC			32.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	PC	PC	PC(32:0)	32:0	NA	NA	E	IP_trans	True
PITPNA	pos	17	765.4648	765.4648	190000	III.2	unknown	6.7	6.6815263	5.71	7.02	PG/BMP			36.0	7.0		NaN	NaN		NaN	NaN		NaN	NaN	PG/BMP	NA	NA	PG/BMP(36:7)	36:7	NA	NA	E	IP_trans	False
PITPNA	pos	17	765.4648	765.4648	190000	III.2	unknown	6.7	6.6815263	5.71	7.02	PI			29.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PI	NA	NA	PI(29:2)	29:2	NA	NA	E	IP_trans	False
PITPNA	pos	17	765.4648	765.4648	190000	III.2	unknown	6.7	6.6815263	5.71	7.02	PG/BMP			34.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	PG/BMP	NA	NA	PG/BMP(34:4)	34:4	NA	NA	E	IP_trans	False
PITPNA	pos	18	836.6153	836.6153	180000	I	PC(40:5)	9.22	9.1908516	8.72	9.83	PC			40.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	PC	PC	PC(40:5)	40:5	NA	NA	E	IP_trans	True
PITPNA	pos	19	772.5861	772.5861	170000	I	PC(35:2)	8.52	8.3972267	7.44	10.74	PC			35.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	PC	PC	PC(35:2)	35:2	NA	NA	E	IP_trans	True
PITPNA	pos	20	824.5528	824.5528	170000	III.2	unknown	8.99	9.0165577	8.72	9.2	PS			39.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	PS	NA	NA	PS(39:5)	39:5	NA	NA	E	IP_trans	False
PITPNA	pos	20	824.5528	824.5528	170000	III.2	unknown	8.99	9.0165577	8.72	9.2	PE		O	42.0	8.0		NaN	NaN		NaN	NaN		NaN	NaN	PE-O	NA	NA-O	NA-O(42:8)	42:8	NA	NA	E	IP_trans	False
PITPNA	pos	21	790.6098	790.6098	170000	III.2	unknown	8.99	8.9786827	8.68	9.47	HexCer		d	41.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCer	NA	HexCer	HexCer(41:5)	41:5	NA	NA	E	IP_trans	False
PITPNA	pos	21	790.6098	790.6098	170000	III.2	unknown	8.99	8.9786827	8.68	9.47	HexCer		d	39.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCer	NA	HexCer	HexCer(39:2)	39:2	NA	NA	E	IP_trans	False
PITPNA	pos	22	757.4976	757.4976	150000	I	PG(16:0/17:1)	7.45	7.4497034	6.66	7.7	PG/BMP			33.0	1.0		16.0	0.0		17.0	1.0		NaN	NaN	PG/BMP	PG/BMP	PG/BMP	PG/BMP(33:1)	33:1	PG/BMP(16:0/17:1)	16:0/17:1	E	IP_trans	False
PITPNA	pos	23	563.5021	563.5021	140000	I	PG(16:0/17:1)	7.45	7.4515646	6.63	7.68	PG			33.0	1.0		16.0	0.0		17.0	1.0		NaN	NaN	PG	PG	PG	PG(33:1)	33:1	PG(16:0/17:1)	16:0/17:1	E	IP_trans	False
PITPNA	pos	24	820.6047	820.6047	140000	III.2	unknown	8.02	7.989817	6.8	8.27	PS			38.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	PS	NA	NA	PS(38:0)	38:0	NA	NA	E	IP_trans	False
PITPNA	pos	24	820.6047	820.6047	140000	III.2	unknown	8.02	7.989817	6.8	8.27	PG/BMP			38.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PG/BMP	NA	NA	PG/BMP(38:2)	38:2	NA	NA	E	IP_trans	False
PITPNA	pos	25	746.5681	746.5681	140000	III.2	unknown	8.09	8.0754151	7.32	11.3	PC			33.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	NA	NA	PC(33:1)	33:1	NA	NA	E	IP_trans	False
PITPNA	pos	25	746.5681	746.5681	140000	III.2	unknown	8.09	8.0754151	7.32	11.3	PE			36.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PE	NA	NA	PE(36:1)	36:1	NA	NA	E	IP_trans	False
PITPNA	pos	25	746.5681	746.5681	140000	III.2	unknown	8.09	8.0754151	7.32	11.3	PA			38.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PA	NA	NA	PA(38:2)	38:2	NA	NA	E	IP_trans	False
PITPNA	pos	25	746.5681	746.5681	140000	III.2	unknown	8.09	8.0754151	7.32	11.3	HexDAG			32.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	HexDAG	NA	NA	HexDAG(32:1)	32:1	NA	NA	E	IP_trans	False
PITPNA	pos	26	774.5983	774.5983	130000	I	PC(35:1)	9.51	9.6042965	8.85	12.39	PC			35.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	PC	PC	PC(35:1)	35:1	NA	NA	E	IP_trans	True
PITPNA	pos	27	735.5155	735.5155	120000	I	PG(16:0/17:1)	7.45	7.4451966	6.63	7.68	PG/BMP			33.0	1.0		16.0	0.0		17.0	1.0		NaN	NaN	PG/BMP	PG/BMP	PG/BMP	PG/BMP(33:1)	33:1	PG/BMP(16:0/17:1)	16:0/17:1	E	IP_trans	False
PITPNA	pos	28	838.631	838.631	120000	I	PC(40:4)	10.14	10.131419	9.83	10.59	PC			40.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	PC	PC	PC(40:4)	40:4	NA	NA	E	IP_trans	True
PITPNA	pos	29	783.5135	783.5135	110000	III.2	unknown	7.58	7.5850384	6.8	7.83	PG/BMP			37.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	PG/BMP	PG/BMP	PG/BMP	PG/BMP(37:5)	37:5	NA	NA	E	IP_trans	False
PITPNA	pos	29	783.5135	783.5135	110000	III.2	unknown	7.58	7.5850384	6.8	7.83	PG/BMP			35.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PG/BMP	PG/BMP	PG/BMP	PG/BMP(35:2)	35:2	NA	NA	E	IP_trans	False
PITPNA	pos	30	800.5794	800.5794	93000	III.2	unknown	5.53	5.536442	4.46	6.36	PS		O	38.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	PS-O	NA	NA-O	NA-O(38:3)	38:3	NA	NA	E	IP_trans	False
PITPNA	pos	30	800.5794	800.5794	93000	III.2	unknown	5.53	5.536442	4.46	6.36	PG	Lyso		38.0	5.0		38.0	5.0		NaN	NaN		NaN	NaN	LysoPG	NA	NA	LysoPG(38:5)	38:5	LysoPG(38:5)	38:5	E	IP_trans	False
PITPNA	pos	30	800.5794	800.5794	93000	III.2	unknown	5.53	5.536442	4.46	6.36	PG		O	38.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	PG-O	NA	NA-O	NA-O(38:5)	38:5	NA	NA	E	IP_trans	False
PITPNA	pos	30	800.5794	800.5794	93000	III.2	unknown	5.53	5.536442	4.46	6.36	PS		O	36.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	PS-O	NA	NA-O	NA-O(36:0)	36:0	NA	NA	E	IP_trans	False
PITPNA	pos	31	779.4799	779.4799	89000	III.2	unknown	7.44	7.4725466	6.66	7.72	PI			30.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PI	NA	NA	PI(30:2)	30:2	NA	NA	E	IP_trans	False
PITPNA	pos	31	779.4799	779.4799	89000	III.2	unknown	7.44	7.4725466	6.66	7.72	PG/BMP			35.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	PG/BMP	NA	NA	PG/BMP(35:4)	35:4	NA	NA	E	IP_trans	False
PITPNA	pos	32	741.467	741.467	73000	I	PG(16:1/16:1)	5.73	5.7345233	4.67	6.0	PG/BMP			32.0	2.0		16.0	1.0		16.0	1.0		NaN	NaN	PG/BMP	PG/BMP	PG/BMP	PG/BMP(32:2)	32:2	PG/BMP(16:1/16:1)	16:1/16:1	E	IP_trans	False
PITPNA	pos	33	761.5307	761.5307	63000	III.2	unknown	7.59	7.5474939	6.8	7.83	PG/BMP			35.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PG/BMP	PG/BMP	PG/BMP	PG/BMP(35:2)	35:2	NA	NA	E	IP_trans	False
PITPNA	pos	34	805.495	805.495	60000	III.2	unknown	7.57	7.5883981	6.8	7.81	PI			32.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	PI	NA	NA	PI(32:3)	32:3	NA	NA	E	IP_trans	False
PITPNA	pos	34	805.495	805.495	60000	III.2	unknown	7.57	7.5883981	6.8	7.81	PG/BMP			37.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	PG/BMP	NA	NA	PG/BMP(37:5)	37:5	NA	NA	E	IP_trans	False
PITPNA	pos	35	547.4714	547.4714	58000	I	PG(16:1/16:1)	5.74	5.7460004	4.71	6.73	PG			32.0	2.0		16.0	1.0		16.0	1.0		NaN	NaN	PG	PG	PG	PG(32:2)	32:2	PG(16:1/16:1)	16:1/16:1	E	IP_trans	False
PITPNA	pos	36	802.593	802.593	50000	III.2	unknown	5.42	5.3480856	4.59	6.76	PS		O	38.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PS-O	NA	NA-O	NA-O(38:2)	38:2	NA	NA	E	IP_trans	False
PITPNA	pos	36	802.593	802.593	50000	III.2	unknown	5.42	5.3480856	4.59	6.76	PG		O	38.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	PG-O	NA	NA-O	NA-O(38:4)	38:4	NA	NA	E	IP_trans	False
PITPNA	pos	36	802.593	802.593	50000	III.2	unknown	5.42	5.3480856	4.59	6.76	PG	Lyso		38.0	4.0		38.0	4.0		NaN	NaN		NaN	NaN	LysoPG	NA	NA	LysoPG(38:4)	38:4	LysoPG(38:4)	38:4	E	IP_trans	False
PITPNA	pos	37	552.1601	552.1601	44000	III.5	unknown	5.68	5.6893201	4.4	5.93	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	IP_trans	False
PITPNA	pos	38	763.4493	763.4493	40000	III.2	unknown	5.74	5.7410256	4.71	5.98	PG/BMP			36.0	8.0		NaN	NaN		NaN	NaN		NaN	NaN	PG/BMP	PG/BMP	PG/BMP	PG/BMP(36:8)	36:8	NA	NA	E	IP_trans	False
